,city,date,hashtag,count,mean,neg,neg%
68198,Melbourne,14, masterchefau,472,0.18299864818735342,106.0,0.2245762711864407
66943,Melbourne,14, china,467,-0.14919882713646082,448.0,0.9593147751605996
66868,Melbourne,14, canada,448,-0.16619423870400454,448.0,1.0
66869,Melbourne,14, canadians,447,-0.16619318181818202,447.0,1.0
67789,Melbourne,14, huawei,447,-0.16619318181818202,447.0,1.0
67054,Melbourne,14, covid19,421,0.09204343978468096,189.0,0.4489311163895487
67372,Melbourne,14, f1,154,0.15661648957103524,4.0,0.025974025974025976
66629,Melbourne,14, auspol,147,0.04038251399645958,68.0,0.46258503401360546
69261,Melbourne,14, survivor40,144,0.22163262085137073,10.0,0.06944444444444445
70476,Melbourne,15, covid19,342,0.09310347628330087,103.0,0.30116959064327486
70654,Melbourne,15, doublestandards,262,-0.33088422391857447,261.0,0.9961832061068703
71016,Melbourne,15, gotaylah,261,-0.33333333333333276,261.0,1.0
70368,Melbourne,15, china,123,-0.1452154163587092,117.0,0.9512195121951219
71176,Melbourne,15, huawei,114,-0.16449168217260335,113.0,0.9912280701754386
70310,Melbourne,15, canada,113,-0.16619318181818196,113.0,1.0
70311,Melbourne,15, canadians,113,-0.16619318181818196,113.0,1.0
72246,Melbourne,15, sbseurovision,94,0.1275969983523175,22.0,0.23404255319148937
70701,Melbourne,15, elephant,90,0.5,0.0,0.0
71766,Melbourne,15, nintendoswitch,85,0.3191224128540303,8.0,0.09411764705882353
73654,Perth,01, universalrepentance,78,0.23881993006993016,3.0,0.038461538461538464
73231,Perth,01, covid19,72,-0.06175742210464431,56.0,0.7777777777777778
73484,Perth,01, perth,61,0.15791935750952144,8.0,0.13114754098360656
73553,Perth,01, sarscov2,31,0.2466129032258063,0.0,0.0
73430,Perth,01, meghanmarkle,25,0.09013468013468018,10.0,0.4
73358,Perth,01, homeless,21,0.1892857142857142,0.0,0.0
73230,Perth,01, covid,17,0.14411764705882354,0.0,0.0
73695,Perth,01, writingcommunity,13,0.1980769230769231,0.0,0.0
73160,Perth,01, auspol,11,0.0951790633608815,1.0,0.09090909090909091
73292,Perth,01, fanartfriday,11,0.5775482093663912,0.0,0.0
73868,Perth,02, covid19,511,-0.03228719376224258,284.0,0.5557729941291585
73752,Perth,02, auspol,51,0.07745101575983926,5.0,0.09803921568627451
73895,Perth,02, dailyglobalsermon,42,0.024864804507661657,14.0,0.3333333333333333
74222,Perth,02, perth,42,0.289594499415928,3.0,0.07142857142857142
73857,Perth,02, coronavirus,39,0.09361148111148118,8.0,0.20512820512820512
74081,Perth,02, jobseeker,34,0.025000000000000012,0.0,0.0
74258,Perth,02, primarystemchat,34,-0.26225490196078444,30.0,0.8823529411764706
74367,Perth,02, stem,34,-0.26225490196078444,30.0,0.8823529411764706
73873,Perth,02, covid__19,29,-0.08098018360949395,23.0,0.7931034482758621
73712,Perth,02, acnh,27,0.0877395816631928,7.0,0.25925925925925924
74672,Perth,03, covid19,263,0.0014342490174239417,161.0,0.6121673003802282
74554,Perth,03, australia,53,0.6033404802744422,4.0,0.07547169811320754
75154,Perth,03, sarscov2,49,0.14973252937538648,3.0,0.061224489795918366
74727,Perth,03, dolphins,44,0.6999999999999995,0.0,0.0
74754,Perth,03, esperance,44,0.6999999999999995,0.0,0.0
74883,Perth,03, internationaldroneday,44,0.6999999999999995,0.0,0.0
75329,Perth,03, whales,44,0.6999999999999995,0.0,0.0
74508,Perth,03, academicchatter,43,0.16666666666666677,0.0,0.0
74509,Perth,03, academictwitter,43,0.16666666666666677,0.0,0.0
74588,Perth,03, bidenbros,42,-0.08730158730158726,40.0,0.9523809523809523
75563,Perth,04, covid19,134,0.007624844751710414,62.0,0.4626865671641791
75726,Perth,04, generalflynn,66,-0.1975378787878786,66.0,1.0
75908,Perth,04, maythe4thbewithyou,41,0.32283813747228385,3.0,0.07317073170731707
76169,Perth,04, shark,34,-0.029578877005347587,15.0,0.4411764705882353
76009,Perth,04, perth,33,0.11409818786712725,8.0,0.24242424242424243
76051,Perth,04, preparationofthechurch,33,0.2537147995102541,2.0,0.06060606060606061
75559,Perth,04, coronavirus,26,0.0197047397047397,17.0,0.6538461538461539
75907,Perth,04, maythe4th,26,0.21768075674325674,2.0,0.07692307692307693
76210,Perth,04, starwarsday,26,0.30657496438746445,4.0,0.15384615384615385
75445,Perth,04, australia,24,-0.1220486111111111,15.0,0.625
76559,Perth,05, covid19,247,0.10123830695376723,80.0,0.32388663967611336
76795,Perth,05, jobseeker,138,-0.23061594202898558,130.0,0.9420289855072463
76515,Perth,05, cashlessdebitcard,76,0.4506578947368421,0.0,0.0
76951,Perth,05, perth,63,0.1069023569023569,13.0,0.20634920634920634
76595,Perth,05, demolitionman,43,0.2111111111111111,0.0,0.0
76714,Perth,05, greyhounds,26,0.07912087912087915,4.0,0.15384615384615385
76532,Perth,05, claremont,24,0.1342013888888889,10.0,0.4166666666666667
76709,Perth,05, gold,23,0.13675724637681158,1.0,0.043478260869565216
76435,Perth,05, auslibchat,22,0.13911845730027547,6.0,0.2727272727272727
76960,Perth,05, perthstorm,22,0.09119769119769115,4.0,0.18181818181818182
77939,Perth,06, pay,327,0.08430937818552503,201.0,0.6146788990825688
77507,Perth,06, covid19,195,0.13897826247826248,40.0,0.20512820512820512
77380,Perth,06, auspol,59,0.2343794657051317,10.0,0.1694915254237288
77478,Perth,06, children,49,0.06136363636363633,15.0,0.30612244897959184
77774,Perth,06, jobseeker,46,0.061413043478260855,6.0,0.13043478260869565
77609,Perth,06, essay,38,-0.037456140350877194,29.0,0.7631578947368421
77382,Perth,06, aussiehearties,36,0.27764804639804636,10.0,0.2777777777777778
78290,Perth,06, worldwidebiblestudy,36,0.11454124579124578,12.0,0.3333333333333333
78066,Perth,06, sarscov2,35,0.1085714285714285,1.0,0.02857142857142857
77695,Perth,06, gold,33,0.3277146464646464,0.0,0.0
78532,Perth,07, covid19,197,0.017515421925320435,92.0,0.467005076142132
78329,Perth,07, 8music,114,0.33333333333333326,0.0,0.0
79167,Perth,07, the8_falling_down,114,0.33333333333333326,0.0,0.0
78993,Perth,07, primarystemchat,94,0.2872700120505971,10.0,0.10638297872340426
78497,Perth,07, children,84,-0.041964285714285676,70.0,0.8333333333333334
78405,Perth,07, auspol,69,0.13319185645272608,15.0,0.21739130434782608
78701,Perth,07, globalbibleseries,57,0.14314526847421574,14.0,0.24561403508771928
78954,Perth,07, perth,45,0.07763916947250281,20.0,0.4444444444444444
78955,Perth,07, perthnews,34,0.10801767676767675,5.0,0.14705882352941177
78785,Perth,07, jobseeker,29,0.04568965517241374,3.0,0.10344827586206896
79640,Perth,08, mewsuppasit,61,0.5,0.0,0.0
79425,Perth,08, covid19,55,0.11278318903318908,23.0,0.41818181818181815
79849,Perth,08, top3,31,0.4166666666666665,0.0,0.0
79701,Perth,08, perth,27,0.15075216867751592,8.0,0.2962962962962963
79339,Perth,08, auspol,24,0.058075547138047134,8.0,0.3333333333333333
79584,Perth,08, jobseeker,18,0.02500000000000001,0.0,0.0
79527,Perth,08, globalrepentancecall,17,0.24406639928698753,0.0,0.0
79400,Perth,08, children,15,-0.07,15.0,1.0
79556,Perth,08, iacepa,15,0.23,0.0,0.0
79627,Perth,08, marketing,14,0.29472789115646264,2.0,0.14285714285714285
80377,Perth,09, ntrbirthdaycdp,123,0.06815718157181568,42.0,0.34146341463414637
79978,Perth,09, auspol,60,0.03951388888888889,34.0,0.5666666666666667
80073,Perth,09, covid19,59,0.13313064054589496,9.0,0.15254237288135594
80040,Perth,09, children,40,0.12178977272727272,3.0,0.075
80260,Perth,09, kawasaki,36,0.13636363636363635,0.0,0.0
80111,Perth,09, doctorwho,29,0.050000000000000024,0.0,0.0
80075,Perth,09, covid19aus,28,0.04276824366110081,3.0,0.10714285714285714
79961,Perth,09, art,27,0.06049382716049384,0.0,0.0
80544,Perth,09, thelastdance,27,0.5148148148148148,0.0,0.0
79956,Perth,09, anime,26,0.05000000000000002,0.0,0.0
80813,Perth,10, covid19,236,-0.05709629588866883,198.0,0.8389830508474576
81168,Perth,10, ntrbirthdaycdp,131,0.07875318066157756,19.0,0.1450381679389313
81434,Perth,10, ufc249,54,0.06124493634259259,25.0,0.46296296296296297
81125,Perth,10, mothersday,46,0.42155597120271027,1.0,0.021739130434782608
80703,Perth,10, auspol,38,0.0327189659755449,15.0,0.39473684210526316
81152,Perth,10, nevermylove,37,0.24729729729729727,0.0,0.0
81182,Perth,10, outlander,37,0.24729729729729727,0.0,0.0
81183,Perth,10, outlanderfinale,36,0.25740740740740736,0.0,0.0
81200,Perth,10, perth,35,0.24146464646464644,7.0,0.2
81382,Perth,10, thefrasers,34,0.25,0.0,0.0
81936,Perth,11, jobseeker,114,-0.2355263157894737,108.0,0.9473684210526315
82105,Perth,11, obamagate,80,0.153452380952381,34.0,0.425
82229,Perth,11, sarscov2,63,0.11294552669552657,1.0,0.015873015873015872
82091,Perth,11, newyork,60,0.11553030303030291,0.0,0.0
81698,Perth,11, covid19,59,-0.013593348741653818,29.0,0.4915254237288136
81581,Perth,11, auspol,32,0.07379655934343438,7.0,0.21875
82123,Perth,11, outlanderfinale,31,0.25215053763440864,0.0,0.0
82089,Perth,11, nevermylove,30,0.24333333333333335,0.0,0.0
82122,Perth,11, outlander,30,0.24333333333333335,0.0,0.0
82124,Perth,11, outlanders5,29,0.8999999999999996,0.0,0.0
82673,Perth,12, covid19,131,-0.14643215139398347,91.0,0.6946564885496184
82966,Perth,12, jobseeker,108,0.20169753086419717,1.0,0.009259259259259259
83285,Perth,12, scicomm,57,0.25,0.0,0.0
83286,Perth,12, science,56,0.25,0.0,0.0
82870,Perth,12, genocidejohnson,46,-0.06430027173913039,37.0,0.8043478260869565
83164,Perth,12, perth,41,0.15597476287262876,7.0,0.17073170731707318
82641,Perth,12, climate,32,0.2000000000000001,0.0,0.0
82524,Perth,12, auspol,29,0.1122365900383142,10.0,0.3448275862068966
82486,Perth,12, alanjones,28,0.06184163059163057,0.0,0.0
82877,Perth,12, globalrepentancecall,28,0.1702651515151515,4.0,0.14285714285714285
83778,Perth,13, covid19,425,0.01232203618821255,178.0,0.4188235294117647
84029,Perth,13, kawasaki,331,0.18466080747047614,0.0,0.0
84018,Perth,13, jobseeker,271,0.13861959074136174,0.0,0.0
83705,Perth,13, breaking,266,0.13570953899901253,1.0,0.0037593984962406013
83739,Perth,13, children,120,0.2136363636363638,0.0,0.0
83932,Perth,13, goromajima,58,0.5,0.0,0.0
83654,Perth,13, auspol,56,-0.07974273989898986,32.0,0.5714285714285714
84196,Perth,13, perth,41,0.05482293903025608,19.0,0.4634146341463415
84305,Perth,13, science,36,0.2423611111111111,0.0,0.0
83631,Perth,13, animalcrossing,34,0.4387459150326797,1.0,0.029411764705882353
84784,Perth,14, covid19,202,0.0849901612185027,80.0,0.39603960396039606
85065,Perth,14, kawasaki,176,0.13681744391971712,54.0,0.3068181818181818
84738,Perth,14, children,149,0.1275647171620331,54.0,0.3624161073825503
84629,Perth,14, auspol,109,0.1216269841269841,15.0,0.13761467889908258
85283,Perth,14, primarystemchat,89,0.3170906015410932,3.0,0.033707865168539325
85263,Perth,14, pims,54,-0.024999999999999984,54.0,1.0
84973,Perth,14, goromajima,53,0.5,0.0,0.0
85307,Perth,14, raisetherateforgood,47,-0.08333333333333338,47.0,1.0
85181,Perth,14, mutualobligations,43,0.5,0.0,0.0
84596,Perth,14, airborne,42,0.2750000000000002,0.0,0.0
86030,Perth,15, jonmartin,131,-0.09999999999999977,131.0,1.0
86090,Perth,15, magnuspod,131,-0.09999999999999977,131.0,1.0
86415,Perth,15, tma,131,-0.09999999999999977,131.0,1.0
85809,Perth,15, covid19,102,-0.05094062119797419,61.0,0.5980392156862745
85701,Perth,15, auspol,73,0.14976069402439265,8.0,0.1095890410958904
86202,Perth,15, perthssound,39,0.46046037296037284,0.0,0.0
86040,Perth,15, kawasaki,29,0.09668607254814149,12.0,0.41379310344827586
86077,Perth,15, lockdown,25,0.25,0.0,0.0
85782,Perth,15, children,24,0.05161435786435786,16.0,0.6666666666666666
85680,Perth,15, animalcrossing,23,0.3489583333333333,4.0,0.17391304347826086
87612,Sydney,03, insiders,301,-0.02563878282109173,179.0,0.5946843853820598
87028,Sydney,03, covid19,300,0.08972318563236507,88.0,0.29333333333333333
87892,Sydney,03, masterchefau,260,0.12296479680439645,88.0,0.3384615384615385
87438,Sydney,03, giveusyourmoney,216,0.10000000000000017,0.0,0.0
88373,Sydney,03, ripple,188,-0.11666666666666689,188.0,1.0
87032,Sydney,03, covid19australia,174,0.11049130467233893,4.0,0.022988505747126436
86704,Sydney,03, auspol,159,-0.02574628245618812,86.0,0.5408805031446541
86600,Sydney,03, aldubkalyeseryeangsimula,152,0.29463404605263144,13.0,0.08552631578947369
88060,Sydney,03, nintendoswitch,139,0.47784153359130777,8.0,0.05755395683453238
87019,Sydney,03, coronavirus,136,0.011728597689075623,66.0,0.4852941176470588
92197,Sydney,04, sydney,713,0.6227693320198654,46.0,0.06451612903225806
89343,Sydney,04, australia,681,0.6443168945591924,38.0,0.055800293685756244
89814,Sydney,04, covid19,546,0.1361882000274863,137.0,0.2509157509157509
90473,Sydney,04, happyskyday,342,0.800000000000005,0.0,0.0
91998,Sydney,04, skyday,342,0.800000000000005,0.0,0.0
91649,Sydney,04, qanda,310,0.21901214930902455,83.0,0.267741935483871
91041,Sydney,04, maythe4th,308,0.4584573222367466,26.0,0.08441558441558442
90469,Sydney,04, happy,271,0.5965559655596526,0.0,0.0
92756,Sydney,04, オーストラリア,265,0.599999999999997,0.0,0.0
92757,Sydney,04, シドニー,265,0.599999999999997,0.0,0.0
93556,Sydney,05, covid19,480,0.11626521289281674,138.0,0.2875
93975,Sydney,05, ff7,354,0.18036723163841703,0.0,0.0
93457,Sydney,05, cloud,342,0.17499999999999893,0.0,0.0
96159,Sydney,05, tifa,342,0.17499999999999893,0.0,0.0
93045,Sydney,05, auspol,338,0.11460421433979145,79.0,0.23372781065088757
94861,Sydney,05, masterchefau,208,0.13277087026110476,56.0,0.2692307692307692
93836,Sydney,05, edenmonaro,206,-0.02313546351167721,189.0,0.9174757281553398
94072,Sydney,05, freezenon,183,0.09845173041894346,1.0,0.00546448087431694
95884,Sydney,05, sportsrorts,164,-0.020274390243902374,163.0,0.9939024390243902
94305,Sydney,05, hillsong,156,0.22171474358974344,3.0,0.019230769230769232
99421,Sydney,06, rubyprincess,1015,0.3370648071140644,13.0,0.012807881773399015
97386,Sydney,06, covid19,793,0.13636682709192152,169.0,0.21311475409836064
96881,Sydney,06, auspol,272,0.08462611607142845,72.0,0.2647058823529412
98680,Sydney,06, masterchefau,248,0.1270374916115845,78.0,0.31451612903225806
99178,Sydney,06, potus,204,-0.09214052287581698,201.0,0.9852941176470589
99906,Sydney,06, theflash,132,0.3369187614784197,4.0,0.030303030303030304
97352,Sydney,06, consultant,129,0.19999999999999954,0.0,0.0
99246,Sydney,06, publicservice,129,0.19999999999999954,0.0,0.0
97676,Sydney,06, edenmonaro,120,0.10677302038239535,57.0,0.475
97372,Sydney,06, coronavirus,119,0.1519599875692313,21.0,0.17647058823529413
102897,Sydney,07, pell,823,-0.35493264031994176,696.0,0.8456865127582017
101189,Sydney,07, covid19,551,0.14625605178917336,163.0,0.2958257713248639
101790,Sydney,07, georgepell,490,0.16355618870925023,1.0,0.0020408163265306124
103239,Sydney,07, royalcommission,423,0.15076939608854442,0.0,0.0
102473,Sydney,07, masterchefau,247,0.08492810673731725,84.0,0.340080971659919
100650,Sydney,07, auspol,221,0.05499925319778256,46.0,0.2081447963800905
101171,Sydney,07, coronavirus,142,0.10684412239429857,31.0,0.21830985915492956
103738,Sydney,07, thedrum,125,0.05550714285714292,28.0,0.224
100509,Sydney,07, aldub251stweeksary,119,0.18263623631270673,1.0,0.008403361344537815
101202,Sydney,07, covidsafe,115,0.23023550724637684,3.0,0.02608695652173913
104816,Sydney,08, covid19,299,0.18121930605626246,61.0,0.2040133779264214
106081,Sydney,08, potus,175,0.05122077922077915,63.0,0.36
106238,Sydney,08, ridin1stwin,122,0.1931693989071034,1.0,0.00819672131147541
106021,Sydney,08, pell,118,-0.01619703389830505,25.0,0.211864406779661
104804,Sydney,08, coronavirus,117,0.1612049987049987,16.0,0.13675213675213677
104467,Sydney,08, auspol,108,0.07234627191224417,22.0,0.2037037037037037
106546,Sydney,08, sydney,105,0.14121744657458957,54.0,0.5142857142857142
104624,Sydney,08, breaking,101,0.2513913891389143,1.0,0.009900990099009901
104826,Sydney,08, covid_19,89,0.22898727949640874,15.0,0.16853932584269662
104953,Sydney,08, doctorwho,88,0.25,0.0,0.0
107491,Sydney,10, happymothersday,644,0.49490165631469984,5.0,0.007763975155279503
106978,Sydney,10, 8yrsofgabbarsinghhysteria,254,0.15563147646316958,36.0,0.14173228346456693
107892,Sydney,10, qanon,202,0.13923642364236405,25.0,0.12376237623762376
108183,Sydney,10, vakeelsaab,179,0.09727442017944826,29.0,0.16201117318435754
107048,Sydney,10, auspol,176,0.08900360135445375,7.0,0.03977272727272727
107056,Sydney,10, australia,144,0.0783480639730641,1.0,0.006944444444444444
107133,Sydney,10, brasilurgente,133,0.06818181818181829,0.0,0.0
107786,Sydney,10, obamagate,120,0.1431018518518517,0.0,0.0
106985,Sydney,10, acnh,100,0.8760362215909092,4.0,0.04
107016,Sydney,10, animalcrossing,96,0.9018961588541666,4.0,0.041666666666666664
110515,Sydney,11, obamagate,1603,0.08607395237990109,477.0,0.2975670617592015
110785,Sydney,11, qanda,1002,0.05454148260348278,545.0,0.5439121756487026
110786,Sydney,11, qanon,974,0.16465247962167742,4.0,0.004106776180698152
109446,Sydney,11, ff7,674,0.17523491592482496,0.0,0.0
109447,Sydney,11, ff7r,668,0.17523702594810187,0.0,0.0
110195,Sydney,11, maga,562,0.16605136263499143,3.0,0.005338078291814947
108324,Sydney,11, 8yrsofgabbarsinghhysteria,481,0.21886150401775406,127.0,0.26403326403326405
111803,Sydney,11, wwg1wga,437,0.10014718119409237,2.0,0.004576659038901602
108345,Sydney,11, acnh,359,0.23047546539560088,17.0,0.04735376044568245
108778,Sydney,11, breaking,322,0.23651479860718982,27.0,0.08385093167701864
113140,Sydney,12, ff7,3483,0.17494257823715134,4.0,0.0011484352569623888
113141,Sydney,12, ff7r,3480,0.17494252873563168,4.0,0.0011494252873563218
112527,Sydney,12, challengeaccepted,933,0.05039523043944208,0.0,0.0
113102,Sydney,12, family,933,0.0506430868167197,0.0,0.0
113252,Sydney,12, fun,933,0.050803858520899726,0.0,0.0
114246,Sydney,12, next,931,0.049999999999999455,0.0,0.0
114310,Sydney,12, obamagate,627,0.15484734917288226,150.0,0.23923444976076555
112141,Sydney,12, assange,430,0.1009460887949255,2.0,0.004651162790697674
112413,Sydney,12, breaking,365,0.2552770859277702,15.0,0.0410958904109589
114021,Sydney,12, masterchefau,345,0.0462771096070463,151.0,0.43768115942028984
117058,Sydney,13, ff7,616,0.1746617965367947,1.0,0.0016233766233766235
117059,Sydney,13, ff7r,616,0.1752531694495962,1.0,0.0016233766233766235
116082,Sydney,13, auspol,300,0.07968303872053871,47.0,0.15666666666666668
115848,Sydney,13, abia2020,247,0.17710148039095416,41.0,0.1659919028340081
116631,Sydney,13, covid19,220,0.13006559507411786,54.0,0.24545454545454545
115863,Sydney,13, acnh,196,0.2544932630790406,18.0,0.09183673469387756
117906,Sydney,13, masterchefau,194,0.11719478077644958,64.0,0.32989690721649484
115924,Sydney,13, alanjones,150,0.4371053391053391,5.0,0.03333333333333333
117029,Sydney,13, family,127,0.0654154736339775,1.0,0.007874015748031496
118534,Sydney,13, radio,127,0.4867982411289498,0.0,0.0
121159,Sydney,14, galax,780,0.0999999999999998,0.0,0.0
121946,Sydney,14, masterchefau,403,0.17516561877604064,119.0,0.29528535980148884
119963,Sydney,14, auspol,289,-0.008281159760398546,151.0,0.5224913494809689
120530,Sydney,14, covid19,282,0.1197501665165672,85.0,0.30141843971631205
122504,Sydney,14, potus,242,0.2669817269507341,0.0,0.0
122766,Sydney,14, rubydutton,195,0.27083114593739605,22.0,0.11282051282051282
123141,Sydney,14, survivor,195,0.3192087542087541,17.0,0.08717948717948718
119734,Sydney,14, acnh,143,0.2859376986649715,8.0,0.055944055944055944
122582,Sydney,14, qanon,140,0.4702510822510817,0.0,0.0
120993,Sydney,14, ff7,137,0.17661192214111962,2.0,0.014598540145985401
124013,Sydney,15, assange,533,-0.07450489889514292,508.0,0.9530956848030019
124517,Sydney,15, covid19,515,0.06820432129898174,84.0,0.16310679611650486
124590,Sydney,15, daisies,481,0.22318116849366915,3.0,0.006237006237006237
125051,Sydney,15, fun,367,0.14768392370572114,0.0,0.0
124364,Sydney,15, challenge,357,0.14999999999999908,0.0,0.0
125111,Sydney,15, gettingbetter,357,0.14999999999999908,0.0,0.0
125536,Sydney,15, justsmile,357,0.14999999999999908,0.0,0.0
124044,Sydney,15, auspol,259,-0.054471020266918545,118.0,0.4555984555984556
125554,Sydney,15, keepkiisloud,211,0.1369919574895883,0.0,0.0
123951,Sydney,15, animals,194,0.5,0.0,0.0
